FRST_LETTER	WORD-V
r	Rompotau -- leH
r	Rompotaya -- leH
r	Ru'lut -- nuj
r	Rubah -- choH
r	Rubitau -- choH
r	Run-tor -- naj
s	Sa-fu -- puqloD
s	Sa-kai -- loDnI'
s	Sa-kan -- loDHom
s	Sa-osu -- qaH
s	Sa-telsu -- loDnal
s	Sasu -- loD
s	Saudau -- nargh
s	Sahrau -- chung
s	Sahris (adv.) -- nom
s	Sahriv -- jev
s	Sahrosha -- moD
s	Sakwitayeklar -- begh
s	Salehm-tor -- Hotlh
s	Salehmek -- HotlhwI'
s	Sanosh -- bel
s	Sahris (adv.) -- nom
s	Saralashek -- jatlhwI'
s	Sasahr-tor -- Haw'
s	Sashasolau -- ghIm
s	Sashila -- mID
s	Saul-tor -- jach
s	Savar-tor -- DIS
s	Saven-tor -- ghojmoH
s	Savlau -- jun
s	Sawehkigau -- ghomHa'
s	Set-tor -- chagh
s	Shai-stau -- HoH'egh
s	Shar'es -- Hung
s	Sharushan -- Haq
s	Shau -- ghor
s	Sheh|kuh| -- jav
s	Shehr-, Sheh'rak -- javDIch
s	Shei -- jach
s	Shek -- 'etlh
s	Shetau -- moj
s	Shi -- lan
s	Shi'aushfalar -- Hu
s	Shi'kon -- chIrgh
s	Shi'oren -- DuSaq
s	Shi'to-gav -- bo'DIj
s	Shi'vukhut -- mol
s	Shila'es -- nugh
s	Shom-tor -- leS
s	Shu-pal -- Hal
s	Skaun-sa'haf -- burgh
s	Skonn (t'ek'tra) -- ghor
s	Smehuhk -- ghu'
s	Smusma -- chep
s	Snagel-tor -- ghom
s	Snikau -- Hej
s	Snikausu -- HejwI'
s	Sochya -- roj
s	Solektra -- Hatlh, puH
s	Sos'eh -- chaq
s	Sov-mashau -- SIS
s	Sovtra -- muD
s	Spes -- ghogh
s	Spohkunolau -- ma'
s	Srasha -- chav
s	Srashiv -- chav
s	Stariben -- jatlh
s	Staribsu -- jatlhwI'
s	Stau -- HoH
s	Stausu -- HoHwI'
s	Steh|kuh| -- Soch
s	Stehr-, Steh'rak -- SochDIch
s	Stis-fulagsu -- HI'
s	Stivan -- wanI'
s	Storilau -- Duv
s	Strikkau -- yach
s	Stukh -- logh
s	Stukh-laskat -- tengchaH
s	Stukhlak -- chunDab
s	Su -- ghot, nuv, wI'
s	Su'us -- mI'
s	Suk'kunel -- HuD
s	Suk'muzh -- ngeng
s	Sulvak -- ghom'a'
s	Susanem-tor -- quch
s	Susanemsu -- quchwI'
s	Sutor-aikum -- SIbDoH
s	Sutor-el'vel -- mep
s	Svep -- lojmIt
s	Svik-tor -- magh
s	Sviksu -- maghwI'
s	Svisolaisu -- Duy
s	Svitan -- botlh
s	Svizh-tor -- yev
t	Ta'raf-shal -- neHmaH
t	Talu -- mong
t	Talu-ek'zeru, Talu-ek'zer-zhel -- ghIgh
t	Talukuv -- mongDech
t	Tamadau -- ghong
t	Tamadaya -- ghong
t	Tan -- nob
t	Tan-tor -- nob, ghaq, much
t	Tanel'mishek -- chamwI'
t	Tash-svitan -- meH
t	Tauk -- DIS
t	Te'kru -- che'
t	Tehnaspan-tor -- lotlh
t	Tehnaspanak -- Daw'
t	Tehnaspansu -- lotlhwI'
t	Tehnspanahkh -- Daw'
t	Telv-tor -- laD
t	Tepul -- HoS
t	Tepul-vunai -- HoSchem
t	Terau -- muv
t	Teraya -- DIvI'
t	Tereragel-tor -- ghom
t	Terkadau -- jIj
t	Tershau -- boS
t	Tev-tor -- Hegh, ghIr
t	Tevik-veh (TGV), Tevikeh (MGV) -- lom
t	Tevun-krus -- jar
t	Thal-tor -- QeyHa'moH
t	Tholtra -- chuQun
t	Thon-tor -- juv
t	Thorshau -- jor
t	Thorshau-tukh -- jorwI'
t	Thrah -- jup
t	Thro-tor -- naw'
t	Tishau -- parHa'
t	Tlingan-Eik-Te'kru -- tlhIgan wo'
t	Tlingansu -- tlhIgan
t	To-gav -- chut
t	To-go-rasathau -- noH
t	To-klomak -- bIghHa'
t	Tor-yehat'es -- DuH
t	Torvau -- lIng
t	Tukh -- Hap
t	Tum-vel -- De'wI'
t	Travek -- ghom
t	Traveksu -- bu'
t	Trof -- Hogh
t	Tsat -- pegh
t	Tveshu -- mung
t	Tvifausu -- raQpo'
t	Tvihalkilau -- Dan
u	Uf -- chay'
u	Ugau -- lay'
u	Uhau -- Hagh
u	Ulef -- bID
u	Uroshal -- Du'
u	Utvau -- meq
v	Var -- lut
v	Var-tor -- ja'
v	Vazgau -- nIH
v	Vel-makausu -- Suy
v	Vel-zhit -- DIp
v	Vet-tor -- Hon
v	Vifalunau -- Huj
v	Vikayek -- ghum
v	Vikuvau -- Dech
v	Vikwam -- ghuH
v	Vikwam-tor -- ghuHmoH
v	Vinem-tor -- ghup
v	Vipladau -- qon
v	Vitorau -- chu'
v	Vla -- Dop
v	Vlak (adv.) -- pay'
v	Vlau-tor -- He'So'
v	Vohtau -- mIm, lum
v	Vravshau -- luj
v	Vuhn-koshtri -- Segh
v	Vuzh -- tlhIch
w	Wadi -- DIr
w	Wedzh-tor -- Hech
w	Wedzhal (nosh-zhit) -- chIch
w	Wek-zehlek -- pu'
w	Wek-zehlek-kutralar -- pu'DaH
w	Wilat -- nuqDaq
w	Wivelau -- chergh
w	Worla -- not
w	Wuh|kuh| -- wa'
w	Wuh'wak -- wa'logh
w	Wun -- nuH
y	Yal'mek-tor -- Sorgh
y	Yeht-tor -- lugh
y	Yel -- Hov
y	Yel-hali -- 'ejDo'
y	Yel-Halitra -- 'ejyo'
y	Yel-suk'torektra -- Hovtay'
y	Yel-sunena -- 'ejyo'waw'
y	Yen-tor -- lIj
y	Yeyikau -- lob
y	Yokul-mahr-kel -- Qe'
y	Yontau -- meQ
y	Yuk-sai-vel -- nIvnav
y	Yuk-tor -- Qong
z	Zadau -- bot
z	Zama-tanaf -- lInDab
z	Zama-tor -- ghoq
z	Zamasu -- ghoqwI'
z	Zanesh-tor -- chIp
z	Zarikubitau -- nIS
z	Zaterek -- mojaQ, mojaq
z	Zehl-yel -- lIy
z	Zeshau -- chop
z	Zhit -- mu'
z	Zhit-bal -- mu'tlhegh
z	Zhit-feim -- mu'tay'
z	Zhit-dunap -- mu'ghom
z	Zhit-puk-tor -- ghoH
z	Zhuk-om -- laSvargh
z	Zud -- Ho'
z	Zud-sut -- Ho''oy'
